25.0,8.699999999999996,1.799999999999996,-9.0,0.0,-9.0,2.0,-3.0,-7.0,0.0
9.0,3.1000000000000028,5.699999999999999,1.0,11.0,-8.0,-3.0,-3.0,-1.0,2.0
14.0,3.600000000000003,7.000000000000001,-4.0,8.0,-2.0,2.0,-7.0,0.0,-11.0
3.0,2.7000000000000024,-5.900000000000006,8.0,1.0,1.0,-4.0,0.0,-13.0,-12.0
-4.0,-6.6000000000000005,9.499999999999996,0.0,-3.0,-10.0,-2.0,-6.0,-7.0,1.0
12.0,4.200000000000004,11.399999999999999,0.0,10.0,-9.0,-1.0,-8.0,-8.0,-8.0
8.0,-1.799999999999996,13.200000000000001,0.0,6.0,-8.0,-1.0,-11.0,0.0,-5.0
28.0,8.499999999999996,11.6,-19.0,8.0,-10.0,-1.0,-4.0,-2.0,-8.0
8.0,-1.2999999999999956,-10.499999999999998,8.0,8.0,-5.0,6.0,-7.0,-13.0,-2.0
12.0,-0.30000000000000027,4.199999999999998,-5.0,17.0,-1.0,0.0,-8.0,-10.0,-8.0
5.0,-0.5000000000000004,6.7,2.0,0.0,-9.0,3.0,-8.0,-7.0,-10.0
43.0,5.000000000000004,24.4,-12.0,26.0,-6.0,5.0,-9.0,8.0,6.0
25.0,2.0000000000000018,14.699999999999996,-15.0,4.0,-6.0,5.0,-1.0,2.0,7.0
2.0,1.100000000000001,8.299999999999997,-14.0,0.0,-13.0,0.0,-10.0,-8.0,-7.0
13.0,-0.7000000000000006,10.999999999999998,4.0,17.0,-1.0,1.0,-9.0,2.0,0.0
5.0,-4.099999999999998,6.7,-1.0,-1.0,-8.0,2.0,-11.0,-1.0,-4.0
17.0,16.000000000000004,2.099999999999996,3.0,20.0,-11.0,-2.0,-14.0,-4.0,-12.0
16.0,-2.2999999999999963,14.699999999999996,3.0,3.0,-10.0,-1.0,-10.0,3.0,0.0
39.0,9.699999999999998,0.8000000000000007,2.0,18.0,-4.0,8.0,-4.0,4.0,-5.0
13.0,0.0,7.599999999999996,0.0,14.0,-6.0,-4.0,-7.0,4.0,-12.0
20.0,11.6,1.699999999999996,6.0,16.0,-9.0,2.0,-8.0,-9.0,0.0
17.0,2.0000000000000018,16.599999999999998,-19.0,22.0,-2.0,1.0,-10.0,10.0,-11.0
23.0,-0.10000000000000009,6.6000000000000005,-7.0,21.0,0.0,-2.0,-6.0,-7.0,-4.0
-1.0,-7.300000000000001,3.599999999999998,3.0,2.0,-7.0,0.0,-10.0,-3.0,-1.0
23.0,5.100000000000005,4.899999999999999,7.0,18.0,-4.0,-1.0,-4.0,-6.0,-1.0
2.0,-1.2999999999999956,2.099999999999996,-3.0,1.0,-8.0,3.0,-10.0,-4.0,-13.0
23.0,2.0000000000000018,13.5,-1.0,-3.0,-12.0,6.0,-6.0,8.0,7.0
21.0,-9.699999999999998,21.799999999999997,-5.0,20.0,-3.0,-6.0,-7.0,14.0,9.0
-9.0,1.100000000000001,7.1000000000000005,-21.0,2.0,-11.0,-11.0,-4.0,-4.0,-19.0
-9.0,-10.899999999999999,-3.1000000000000028,-14.0,5.0,-7.0,-1.0,-7.0,-7.0,-12.0
-4.0,-10.7,7.300000000000001,-17.0,6.0,-1.0,3.0,-6.0,-3.0,-8.0
-10.0,-4.699999999999998,2.399999999999997,-15.0,-8.0,-10.0,4.0,-8.0,-2.0,-8.0
-5.0,8.399999999999997,10.299999999999997,-10.0,-1.0,-7.0,-19.0,0.0,-4.0,-25.0
-6.0,7.000000000000006,1.799999999999996,-16.0,3.0,-5.0,-8.0,-6.0,-10.0,-10.0
23.0,9.399999999999997,0.6000000000000005,-7.0,8.0,-9.0,2.0,-7.0,-6.0,-8.0
-1.0,-7.9999999999999964,-3.0000000000000027,-8.0,4.0,-4.0,-1.0,-5.0,-15.0,5.0
-7.0,-13.5,10.099999999999998,-2.0,0.0,-4.0,0.0,-8.0,4.0,-5.0
-5.0,-5.099999999999999,1.3999999999999957,-2.0,7.0,-4.0,1.0,-9.0,-10.0,-2.0
10.0,-4.899999999999999,4.499999999999998,6.0,9.0,-8.0,-7.0,-8.0,-7.0,-8.0
-2.0,-8.299999999999997,1.9999999999999962,-6.0,5.0,-5.0,-1.0,-5.0,-11.0,-6.0
11.0,4.5000000000000036,2.399999999999997,5.0,1.0,-8.0,3.0,-5.0,-5.0,-25.0
