-1.0,-0.07999999999999996,-0.030000000000000027,-8.0,4.0,-4.0,-1.0,-5.0,-15.0,5.0
-7.0,-0.135,0.10099999999999998,-2.0,0.0,-4.0,0.0,-8.0,4.0,-5.0
-5.0,-0.05099999999999999,0.013999999999999957,-2.0,7.0,-4.0,1.0,-9.0,-10.0,-2.0
10.0,-0.04899999999999999,0.044999999999999984,6.0,9.0,-8.0,-7.0,-8.0,-7.0,-8.0
11.0,0.04500000000000004,0.023999999999999966,5.0,1.0,-8.0,3.0,-5.0,-5.0,-25.0
36.0,0.09899999999999998,0.15299999999999997,-16.0,14.0,-9.0,-2.0,-6.0,-2.0,7.0
-4.0,-0.10499999999999998,0.007000000000000006,-12.0,-14.0,-9.0,5.0,-5.0,6.0,-10.0
18.0,-0.02799999999999997,0.07300000000000001,-4.0,19.0,-4.0,1.0,-7.0,5.0,0.0
11.0,0.07800000000000007,0.07699999999999996,8.0,13.0,-7.0,-1.0,-3.0,0.0,-11.0
3.0,-0.062,0.07999999999999996,-2.0,7.0,-10.0,3.0,-11.0,0.0,2.0
28.0,0.09099999999999997,0.128,-11.0,3.0,-8.0,-3.0,8.0,-2.0,-1.0
-13.0,-0.09399999999999997,-0.03700000000000003,7.0,-12.0,-8.0,8.0,-13.0,0.0,-13.0
31.0,0.028000000000000025,0.066,-5.0,22.0,-3.0,2.0,-8.0,0.0,-2.0
44.0,-0.0030000000000000027,0.15899999999999997,2.0,15.0,-4.0,4.0,-3.0,9.0,5.0
8.0,0.08100000000000007,0.08299999999999996,-9.0,2.0,-7.0,1.0,-9.0,-10.0,-15.0
11.0,-0.065,0.124,1.0,8.0,-10.0,3.0,-12.0,3.0,-3.0
-24.0,-0.057999999999999996,-0.08100000000000007,8.0,1.0,-11.0,1.0,-13.0,-19.0,-7.0
-24.0,-0.16099999999999998,-0.051000000000000045,-14.0,-13.0,-5.0,2.0,-4.0,-22.0,-14.0
-24.0,-0.11599999999999999,-0.020000000000000018,2.0,-10.0,-10.0,3.0,-10.0,-7.0,-7.0
-16.0,-0.04199999999999998,-0.09099999999999997,-14.0,2.0,-5.0,0.0,-7.0,-7.0,-20.0
4.0,0.010000000000000009,0.11099999999999999,3.0,11.0,-6.0,-6.0,-8.0,2.0,-2.0
-27.0,-0.13999999999999996,-0.01200000000000001,-5.0,-10.0,-9.0,-4.0,-6.0,-7.0,-13.0
-15.0,-0.192,0.09999999999999998,-5.0,0.0,-7.0,0.0,-7.0,7.0,-4.0
16.0,0.020000000000000018,0.122,10.0,12.0,-6.0,-6.0,-8.0,8.0,-12.0
2.0,0.04800000000000004,-0.09799999999999998,-8.0,13.0,-5.0,5.0,-11.0,-4.0,-11.0
-3.0,0.006000000000000005,-0.06000000000000005,-6.0,19.0,3.0,-1.0,-9.0,-13.0,-16.0
17.0,0.049000000000000044,0.10499999999999998,8.0,10.0,-12.0,-4.0,-7.0,-4.0,3.0
20.0,-0.05099999999999999,0.126,9.0,-19.0,-11.0,-1.0,-1.0,5.0,5.0
12.0,0.06900000000000006,0.008000000000000007,-2.0,-6.0,-15.0,1.0,-3.0,4.0,-3.0
20.0,-0.08299999999999996,0.131,6.0,15.0,-1.0,5.0,-6.0,2.0,-5.0
-2.0,-0.01100000000000001,0.09299999999999997,-6.0,-5.0,-12.0,-5.0,-8.0,3.0,-2.0
9.0,-0.07599999999999996,0.11499999999999999,10.0,5.0,-11.0,5.0,-14.0,-7.0,8.0
-12.0,0.028000000000000025,-0.020000000000000018,-12.0,8.0,-5.0,0.0,-9.0,-14.0,-13.0
6.0,0.0010000000000000009,0.09799999999999998,-12.0,5.0,-9.0,-3.0,-6.0,-2.0,-4.0
20.0,0.0040000000000000036,0.08899999999999997,7.0,12.0,-4.0,-3.0,-8.0,-5.0,-7.0
6.0,0.0040000000000000036,0.046999999999999986,-2.0,10.0,-7.0,-2.0,-8.0,-5.0,-13.0
5.0,-0.09199999999999997,0.07999999999999996,-3.0,10.0,0.0,4.0,-9.0,1.0,-13.0
-9.0,-0.043999999999999984,0.10499999999999998,-12.0,4.0,-8.0,0.0,-12.0,6.0,-18.0
11.0,0.0020000000000000018,0.011999999999999955,4.0,4.0,-7.0,-3.0,-2.0,-10.0,-6.0
-11.0,-0.08299999999999996,-0.0010000000000000009,-19.0,23.0,3.0,-4.0,-10.0,-4.0,-9.0
3.0,-0.07599999999999996,0.14099999999999996,1.0,8.0,-5.0,-3.0,-8.0,3.0,-3.0
-7.0,-0.07999999999999996,0.046999999999999986,-4.0,4.0,-10.0,1.0,-7.0,-5.0,-5.0
-9.0,-0.122,0.05099999999999999,-9.0,2.0,-9.0,0.0,-9.0,6.0,-13.0
9.0,-0.006000000000000005,0.08899999999999997,9.0,-5.0,-14.0,1.0,-8.0,5.0,-7.0
10.0,-0.16599999999999998,0.21799999999999997,2.0,4.0,-10.0,2.0,-12.0,16.0,1.0
-17.0,-0.07699999999999996,0.055999999999999994,-10.0,13.0,2.0,-2.0,-12.0,-13.0,-11.0
-8.0,-0.194,0.030999999999999972,-8.0,12.0,4.0,7.0,-14.0,3.0,-9.0
10.0,-0.022999999999999965,0.124,12.0,28.0,-6.0,-11.0,-9.0,2.0,4.0
-8.0,-0.123,0.024999999999999967,-2.0,10.0,-3.0,0.0,-12.0,-3.0,2.0
-2.0,-0.124,0.08399999999999996,2.0,3.0,-12.0,0.0,-11.0,8.0,1.0
6.0,-0.10999999999999999,0.09099999999999997,3.0,1.0,-10.0,4.0,-8.0,-4.0,6.0
16.0,0.0040000000000000036,0.126,-3.0,19.0,-3.0,-1.0,-12.0,-11.0,8.0
8.0,-0.09399999999999997,0.09399999999999997,-2.0,0.0,-5.0,4.0,-7.0,3.0,-9.0
-17.0,-0.20199999999999996,0.013999999999999957,-10.0,-4.0,2.0,3.0,-7.0,-6.0,-4.0
4.0,-0.062,0.10299999999999998,-4.0,10.0,-1.0,0.0,-9.0,-2.0,3.0
-6.0,-0.07300000000000001,0.10499999999999998,-20.0,-6.0,-9.0,0.0,-5.0,-1.0,-13.0
-2.0,-0.0040000000000000036,-0.14500000000000002,-4.0,-1.0,-6.0,0.0,1.0,-10.0,0.0
-1.0,-0.044999999999999984,0.05099999999999999,-16.0,-8.0,-9.0,5.0,-10.0,3.0,-11.0
-8.0,-0.09699999999999998,0.0010000000000000009,-5.0,7.0,-7.0,-4.0,-9.0,4.0,-1.0
-5.0,-0.192,0.15299999999999997,-1.0,-3.0,-13.0,5.0,-10.0,3.0,-1.0
-9.0,-0.07300000000000001,0.063,-9.0,-10.0,-6.0,2.0,-3.0,-12.0,-2.0
-4.0,-0.09199999999999997,0.07300000000000001,-8.0,9.0,-8.0,5.0,-11.0,0.0,-1.0
-7.0,-0.08999999999999997,0.05099999999999999,-20.0,6.0,-3.0,0.0,-11.0,10.0,-12.0
-2.0,-0.065,0.032999999999999974,-3.0,6.0,-5.0,1.0,-5.0,-3.0,5.0
-20.0,-0.16399999999999998,0.020999999999999963,6.0,4.0,-3.0,-3.0,-9.0,-2.0,-5.0
2.0,-0.176,0.174,4.0,-10.0,-13.0,0.0,-5.0,5.0,3.0
1.0,0.020000000000000018,0.09699999999999998,-17.0,1.0,-11.0,1.0,-11.0,8.0,-5.0
2.0,0.006000000000000005,0.05299999999999999,-10.0,-10.0,-5.0,5.0,-10.0,1.0,-13.0
-2.0,-0.09399999999999997,0.03799999999999998,0.0,8.0,-6.0,3.0,-10.0,0.0,-3.0
7.0,-0.09399999999999997,0.08799999999999997,0.0,3.0,-7.0,1.0,-4.0,-5.0,1.0
18.0,0.020000000000000018,0.04899999999999999,-2.0,17.0,-3.0,5.0,-8.0,-5.0,-2.0
5.0,0.06500000000000006,0.14699999999999996,-10.0,-2.0,-9.0,-1.0,-6.0,4.0,-1.0
-18.0,-0.09799999999999998,0.063,-7.0,-6.0,-11.0,5.0,-15.0,-6.0,-1.0
9.0,-0.065,0.09399999999999997,-6.0,8.0,-4.0,2.0,-9.0,-3.0,1.0
3.0,-0.065,-0.0030000000000000027,-1.0,2.0,-1.0,3.0,-6.0,1.0,-18.0
-3.0,-0.07,-0.05700000000000005,-2.0,-7.0,-5.0,5.0,-6.0,-3.0,-10.0
-8.0,-0.046999999999999986,-0.08000000000000007,-21.0,-9.0,-8.0,2.0,-8.0,1.0,-18.0
9.0,-0.08299999999999996,0.023999999999999966,-1.0,18.0,1.0,2.0,-8.0,-7.0,-8.0
1.0,-0.08999999999999997,0.059,-2.0,12.0,-6.0,-5.0,-3.0,2.0,2.0
27.0,0.028000000000000025,0.133,6.0,10.0,-4.0,-2.0,-4.0,11.0,-11.0
-6.0,-0.124,0.01799999999999996,-2.0,0.0,-5.0,7.0,-11.0,0.0,-5.0
-6.0,-0.07300000000000001,-0.0010000000000000009,-11.0,-2.0,-4.0,1.0,-10.0,-3.0,-9.0
-8.0,-0.09699999999999998,-0.030000000000000027,0.0,7.0,-6.0,1.0,-4.0,-5.0,-10.0
5.0,-0.021999999999999964,0.11599999999999999,-8.0,9.0,-10.0,1.0,-14.0,6.0,-9.0
17.0,0.04500000000000004,0.121,7.0,8.0,-9.0,1.0,-13.0,0.0,-13.0
9.0,-0.0050000000000000044,0.09499999999999997,3.0,22.0,-3.0,-3.0,-8.0,-1.0,-13.0
6.0,0.09699999999999998,-0.0010000000000000009,-2.0,9.0,-9.0,0.0,-9.0,-2.0,-21.0
21.0,0.01200000000000001,0.07,9.0,6.0,-8.0,3.0,-8.0,0.0,-3.0
19.0,-0.020999999999999963,0.10699999999999998,4.0,6.0,-9.0,3.0,-7.0,-3.0,4.0
6.0,-0.021999999999999964,0.04299999999999998,8.0,-3.0,-5.0,1.0,-8.0,-14.0,-3.0
-13.0,-0.08699999999999997,0.01599999999999996,-6.0,-3.0,-5.0,4.0,-10.0,-4.0,-10.0
5.0,-0.07699999999999996,0.09299999999999997,-2.0,2.0,-4.0,4.0,-9.0,-3.0,-13.0
-6.0,-0.11199999999999999,0.056999999999999995,-11.0,5.0,-4.0,-3.0,-9.0,-1.0,6.0
10.0,-0.10699999999999998,0.14099999999999996,4.0,-5.0,-3.0,-3.0,2.0,12.0,-5.0
-15.0,-0.14099999999999996,-0.020000000000000018,0.0,-18.0,-6.0,6.0,-8.0,0.0,-9.0
2.0,-0.08599999999999997,0.012999999999999956,-19.0,-4.0,-5.0,2.0,-8.0,-15.0,-4.0
23.0,0.020000000000000018,0.08299999999999996,4.0,-9.0,-3.0,3.0,-1.0,2.0,-6.0
32.0,0.010000000000000009,0.197,-1.0,4.0,-12.0,-2.0,0.0,14.0,1.0
-9.0,-0.024999999999999967,-0.135,7.0,11.0,-3.0,-3.0,-4.0,-11.0,-10.0
2.0,-0.05099999999999999,0.045999999999999985,-10.0,-4.0,-5.0,3.0,-5.0,2.0,0.0
-12.0,-0.07699999999999996,0.04899999999999999,-2.0,-7.0,-6.0,3.0,-8.0,-6.0,-9.0
8.0,-0.02699999999999997,0.08899999999999997,3.0,4.0,-6.0,0.0,-9.0,3.0,-5.0
33.0,-0.07,0.21599999999999997,-1.0,23.0,3.0,-2.0,-3.0,17.0,1.0
-20.0,-0.065,0.008000000000000007,-16.0,-3.0,-11.0,-7.0,-4.0,-4.0,-10.0
25.0,-0.020999999999999963,0.176,-7.0,-3.0,-3.0,3.0,-3.0,0.0,1.0
-3.0,-0.126,0.056999999999999995,0.0,-2.0,-11.0,-3.0,-4.0,4.0,-5.0
4.0,-0.063,-0.020000000000000018,3.0,0.0,-1.0,5.0,-5.0,3.0,-9.0
-9.0,-0.02899999999999997,0.046999999999999986,-23.0,-1.0,-7.0,-2.0,-9.0,-16.0,-1.0
16.0,-0.008000000000000007,0.045999999999999985,14.0,6.0,-4.0,3.0,-5.0,0.0,4.0
7.0,0.020000000000000018,0.132,-3.0,-2.0,-12.0,0.0,-4.0,9.0,7.0
-11.0,-0.10699999999999998,0.10999999999999999,-16.0,-7.0,-3.0,2.0,-7.0,3.0,-8.0
14.0,-0.04899999999999999,0.121,-5.0,13.0,-2.0,-4.0,-8.0,-2.0,0.0
-5.0,-0.11199999999999999,0.035999999999999976,-7.0,-4.0,-6.0,-2.0,-1.0,-2.0,-7.0
-9.0,-0.09799999999999998,0.134,-21.0,-13.0,-10.0,0.0,-6.0,4.0,-3.0
-3.0,0.020000000000000018,-0.01100000000000001,-22.0,1.0,-5.0,-7.0,0.0,1.0,-5.0
20.0,0.08299999999999996,0.04099999999999998,-3.0,9.0,-10.0,3.0,-6.0,6.0,0.0
39.0,0.08299999999999996,0.15199999999999997,3.0,28.0,0.0,-3.0,-4.0,4.0,2.0
1.0,0.20200000000000007,-0.04800000000000004,1.0,2.0,-12.0,-1.0,-6.0,-2.0,-17.0
-13.0,-0.14699999999999996,0.035999999999999976,-5.0,0.0,-3.0,3.0,-5.0,-9.0,2.0
-4.0,-0.011999999999999955,-0.04300000000000004,-8.0,-1.0,-8.0,1.0,-8.0,-5.0,-4.0
-34.0,-0.13,-0.06500000000000006,-19.0,-3.0,-9.0,-10.0,-5.0,-5.0,-10.0
-5.0,-0.14099999999999996,0.15999999999999998,-18.0,-4.0,-2.0,-7.0,3.0,2.0,7.0
5.0,-0.056999999999999995,0.15999999999999998,-15.0,2.0,-6.0,0.0,-6.0,14.0,-10.0
-2.0,-0.02799999999999997,0.0010000000000000009,1.0,-5.0,-15.0,-1.0,-4.0,8.0,-5.0
-8.0,-0.197,-0.03200000000000003,-7.0,-14.0,-7.0,5.0,-2.0,6.0,-10.0
7.0,-0.124,0.15399999999999997,1.0,-12.0,-13.0,6.0,-3.0,4.0,8.0
-1.0,-0.13999999999999996,0.174,-15.0,-3.0,-4.0,0.0,-4.0,13.0,0.0
-2.0,-0.128,0.021999999999999964,1.0,-12.0,-8.0,9.0,-6.0,1.0,2.0
1.0,-0.08499999999999996,0.063,2.0,4.0,-12.0,2.0,-12.0,8.0,2.0
7.0,-0.118,0.15699999999999997,2.0,9.0,-9.0,-1.0,-11.0,7.0,0.0
-6.0,-0.08399999999999996,0.061,-8.0,-9.0,-11.0,3.0,-5.0,9.0,-9.0
