25.0,8.699999999999996,-6.2,-9.0,0.0,-9.0,2.0,-3.0,-7.0,0.0
9.0,3.1000000000000028,-2.2999999999999963,1.0,11.0,-8.0,-3.0,-3.0,-1.0,2.0
14.0,3.600000000000003,-0.9999999999999953,-4.0,8.0,-2.0,2.0,-7.0,0.0,-11.0
3.0,2.7000000000000024,-13.900000000000002,8.0,1.0,1.0,-4.0,0.0,-13.0,-12.0
-4.0,-6.6000000000000005,1.5000000000000013,0.0,-3.0,-10.0,-2.0,-6.0,-7.0,1.0
12.0,4.200000000000004,3.400000000000003,0.0,10.0,-9.0,-1.0,-8.0,-8.0,-8.0
8.0,-1.799999999999996,5.200000000000005,0.0,6.0,-8.0,-1.0,-11.0,0.0,-5.0
28.0,8.499999999999996,3.600000000000003,-19.0,8.0,-10.0,-1.0,-4.0,-2.0,-8.0
8.0,-1.2999999999999956,-18.499999999999993,8.0,8.0,-5.0,6.0,-7.0,-13.0,-2.0
12.0,-0.30000000000000027,-3.799999999999998,-5.0,17.0,-1.0,0.0,-8.0,-10.0,-8.0
5.0,-0.5000000000000004,-1.2999999999999956,2.0,0.0,-9.0,3.0,-8.0,-7.0,-10.0
43.0,5.000000000000004,16.400000000000002,-12.0,26.0,-6.0,5.0,-9.0,1,6.0
25.0,2.0000000000000018,6.7,-15.0,4.0,-6.0,5.0,-1.0,1,7.0
2.0,1.100000000000001,0.30000000000000027,-14.0,0.0,-13.0,0.0,-10.0,-8.0,-7.0
13.0,-0.7000000000000006,3.0000000000000027,4.0,17.0,-1.0,1.0,-9.0,1,0.0
5.0,-4.099999999999998,-1.2999999999999956,-1.0,-1.0,-8.0,2.0,-11.0,-1.0,-4.0
17.0,16.000000000000004,-5.8999999999999995,3.0,20.0,-11.0,-2.0,-14.0,-4.0,-12.0
16.0,-2.2999999999999963,6.7,3.0,3.0,-10.0,-1.0,-10.0,1,0.0
39.0,9.699999999999998,-7.199999999999996,2.0,18.0,-4.0,8.0,-4.0,1,-5.0
13.0,0.0,-0.40000000000000036,0.0,14.0,-6.0,-4.0,-7.0,1,-12.0
20.0,11.6,-6.3,6.0,16.0,-9.0,2.0,-8.0,-9.0,0.0
17.0,2.0000000000000018,8.600000000000001,-19.0,22.0,-2.0,1.0,-10.0,1,-11.0
23.0,-0.10000000000000009,-1.3999999999999957,-7.0,21.0,0.0,-2.0,-6.0,-7.0,-4.0
-1.0,-7.300000000000001,-4.399999999999999,3.0,2.0,-7.0,0.0,-10.0,-3.0,-1.0
23.0,5.100000000000005,-3.099999999999997,7.0,18.0,-4.0,-1.0,-4.0,-6.0,-1.0
2.0,-1.2999999999999956,-5.8999999999999995,-3.0,1.0,-8.0,3.0,-10.0,-4.0,-13.0
23.0,2.0000000000000018,5.500000000000005,-1.0,-3.0,-12.0,6.0,-6.0,1,7.0
21.0,-9.699999999999998,13.8,-5.0,20.0,-3.0,-6.0,-7.0,1,9.0
-9.0,1.100000000000001,-0.8999999999999952,-21.0,2.0,-11.0,-11.0,-4.0,-4.0,-19.0
-9.0,-10.899999999999999,-11.099999999999998,-14.0,5.0,-7.0,-1.0,-7.0,-7.0,-12.0
-4.0,-10.7,-0.6999999999999951,-17.0,6.0,-1.0,3.0,-6.0,-3.0,-8.0
-10.0,-4.699999999999998,-5.6,-15.0,-8.0,-10.0,4.0,-8.0,-2.0,-8.0
-5.0,8.399999999999997,2.300000000000002,-10.0,-1.0,-7.0,-19.0,0.0,-4.0,-25.0
-6.0,7.000000000000006,-6.2,-16.0,3.0,-5.0,-8.0,-6.0,-10.0,-10.0
23.0,9.399999999999997,-7.399999999999995,-7.0,8.0,-9.0,2.0,-7.0,-6.0,-8.0
