,23,72,8,24,18,27,12,28,40,17,6,0,10,23,72,,,31.9%,33.3%,66.7%,,,34,64,8,17,20,32,11,42,53,23,7,7,14,22,96,,,53.1%,47.1%,62.5%,
,30,60,6,21,8,10,11,23,34,12,6,2,8,19,74,,,50.0%,28.6%,80.0%,,,16,44,6,20,12,20,7,17,24,9,5,1,9,17,50,,,36.4%,30.0%,60.0%,
,32,56,12,19,11,21,7,24,31,14,4,3,11,11,87,,,57.1%,63.2%,52.4%,,,28,64,8,21,7,10,12,21,33,8,8,3,12,20,71,,,43.8%,38.1%,70.0%,
,23,60,10,33,3,6,10,15,25,16,7,2,13,21,59,,,38.3%,30.3%,50.0%,,,20,34,7,13,21,29,3,25,28,12,6,2,18,12,68,,,58.8%,53.8%,72.4%,
,24,65,9,25,3,7,14,15,29,12,6,5,10,17,60,,,36.9%,36.0%,42.9%,,,24,49,6,10,10,13,11,29,40,14,3,1,18,15,64,,,49.0%,60.0%,76.9%,
,16,49,10,25,17,27,10,22,32,12,2,1,15,22,59,,,32.7%,40.0%,63.0%,,,32,58,11,26,16,24,9,28,37,17,7,2,6,24,91,,,55.2%,42.3%,66.7%,
,18,53,6,19,11,14,8,23,31,10,6,3,16,20,53,,,34.0%,31.6%,78.6%,,,30,61,9,24,11,16,12,29,41,18,7,5,12,17,80,,,49.2%,37.5%,68.8%,
,19,50,8,18,11,15,6,30,36,13,4,1,11,17,57,,,38.0%,44.4%,73.3%,,,15,52,2,17,10,14,10,26,36,7,2,4,12,14,42,,,28.8%,11.8%,71.4%,
,24,67,8,29,8,13,12,17,29,11,11,4,10,26,64,,,35.8%,27.6%,61.5%,,,24,48,9,17,23,30,11,30,41,15,9,4,18,15,80,,,50.0%,52.9%,76.7%,
,24,67,5,21,1,1,8,22,30,11,4,0,10,15,54,,,35.8%,23.8%,100.0%,,,33,63,18,30,12,17,12,32,44,23,7,1,6,8,96,,,52.4%,60.0%,70.6%,
,23,61,10,31,8,13,8,22,30,13,6,2,14,20,64,,,37.7%,32.3%,61.5%,,,28,55,8,21,22,27,8,31,39,16,10,1,11,15,86,,,50.9%,38.1%,81.5%,
,26,45,8,14,15,23,3,16,19,12,1,0,7,19,75,,,57.8%,57.1%,65.2%,,,28,53,6,14,15,23,12,20,32,16,4,1,7,15,77,,,52.8%,42.9%,65.2%,
,36,74,6,13,8,16,20,27,47,16,7,1,13,13,86,,,48.6%,46.2%,50.0%,,,34,63,10,25,11,14,5,23,28,22,7,2,9,12,89,,,54.0%,40.0%,78.6%,
,27,51,10,23,14,20,5,34,39,13,7,3,16,13,78,,,52.9%,43.5%,70.0%,,,24,64,12,32,1,6,7,22,29,16,8,1,11,15,61,,,37.5%,37.5%,16.7%,
,23,65,2,19,2,7,21,26,47,4,7,3,17,16,50,,,35.4%,10.5%,28.6%,,,21,49,12,25,16,22,6,22,28,14,13,3,13,17,70,,,42.9%,48.0%,72.7%,
,25,53,4,8,5,9,8,22,30,11,6,2,15,14,59,,,47.2%,50.0%,55.6%,,,28,51,8,20,7,14,2,22,24,8,8,1,11,14,71,,,54.9%,40.0%,50.0%,
,27,68,9,32,20,27,16,39,55,7,6,1,7,17,83,,,39.7%,28.1%,74.1%,,,22,63,13,37,6,14,9,31,40,15,2,2,12,24,63,,,34.9%,35.1%,42.9%,
,25,49,9,20,14,19,6,27,33,17,5,0,11,16,73,,,51.0%,45.0%,73.7%,,,22,53,9,21,14,16,6,22,28,12,6,2,8,18,67,,,41.5%,42.9%,87.5%,
,39,70,13,25,14,20,3,28,31,16,2,1,13,20,105,,,55.7%,52.0%,70.0%,,,38,79,6,19,22,25,14,32,46,9,10,1,11,20,104,,,48.1%,31.6%,88.0%,
,23,49,9,18,2,4,5,26,31,13,5,3,17,10,57,,,46.9%,50.0%,50.0%,,,24,62,7,27,4,8,14,22,36,11,8,1,10,11,59,,,38.7%,25.9%,50.0%,
,28,45,9,11,15,20,2,28,30,13,6,2,16,21,80,,,62.2%,81.8%,75.0%,,,24,59,7,23,6,11,9,19,28,7,4,1,13,19,61,,,40.7%,30.4%,54.5%,
,24,55,6,19,8,14,12,20,32,13,5,3,6,11,62,,,43.6%,31.6%,57.1%,,,19,49,5,15,6,8,10,24,34,10,2,1,12,13,49,,,38.8%,33.3%,75.0%,
,20,58,6,24,14,16,7,24,31,6,3,1,10,16,60,,,34.5%,25.0%,87.5%,,,29,61,12,30,11,15,9,30,39,20,6,1,12,14,81,,,47.5%,40.0%,73.3%,
,21,52,10,22,16,20,6,34,40,14,1,1,7,10,68,,,40.4%,45.5%,80.0%,,,23,63,8,17,5,6,7,28,35,16,3,4,4,13,59,,,36.5%,47.1%,83.3%,
,16,63,2,20,25,28,14,28,42,7,6,9,10,19,59,,,25.4%,10.0%,89.3%,,,20,56,8,22,13,18,10,30,40,9,3,6,12,19,61,,,35.7%,36.4%,72.2%,
,28,56,16,30,15,17,6,20,26,11,5,1,9,14,87,,,50.0%,53.3%,88.2%,,,31,61,8,18,5,8,12,22,34,17,5,2,12,16,75,,,50.8%,44.4%,62.5%,
,22,46,7,19,13,18,8,25,33,12,3,2,16,17,64,,,47.8%,36.8%,72.2%,,,26,55,6,18,12,16,6,18,24,16,9,3,7,18,70,,,47.3%,33.3%,75.0%,
